client_id,job,age,marital,education,credit_default,mortgage
11893,technician,58,married,professional_course,True,True
11894,services,38,married,basic_9y,True,True
11895,admin_,46,married,high_school,True,True
11896,admin_,58,married,university_degree,True,True
11897,blue-collar,27,married,basic_6y,True,True
11898,technician,26,married,basic_6y,True,True
11899,admin_,29,married,university_degree,True,True
11900,admin_,39,married,high_school,True,True
11901,unemployed,33,married,basic_9y,True,True
11902,blue-collar,48,married,professional_course,True,True
11903,management,37,married,university_degree,True,True
11904,housemaid,38,married,basic_9y,True,True
11905,blue-collar,40,married,basic_9y,True,True
11906,blue-collar,55,married,basic_4y,True,True
11907,admin_,39,married,professional_course,True,True
11908,admin_,40,single,professional_course,True,True
11909,blue-collar,37,married,basic_9y,True,True
11910,blue-collar,39,single,basic_4y,True,True
11911,blue-collar,36,married,professional_course,True,True
11912,student,35,single,university_degree,True,True
11913,services,33,divorced,high_school,True,True
11914,technician,41,married,high_school,True,True
11915,blue-collar,33,married,basic_9y,True,True
11916,services,24,single,high_school,True,True
11917,technician,53,divorced,university_degree,True,True
11918,admin_,32,single,university_degree,True,True
11919,blue-collar,40,married,,True,True
11920,blue-collar,51,married,basic_9y,True,True
11921,unknown,38,married,,True,True
11922,technician,53,married,,True,True
11923,technician,49,married,professional_course,True,True
11924,management,42,married,high_school,True,True
11925,blue-collar,37,single,,True,True
11926,blue-collar,47,divorced,basic_4y,True,True
11927,services,31,single,professional_course,True,True
11928,blue-collar,46,single,high_school,True,True
11929,technician,54,married,high_school,True,True
11930,unemployed,39,divorced,basic_9y,True,True
11931,blue-collar,45,married,basic_9y,True,True
11932,services,32,married,high_school,True,True
11933,technician,56,married,,True,True
11934,services,29,single,high_school,True,True
11935,admin_,32,single,university_degree,True,True
11936,admin_,40,single,university_degree,True,True
11937,management,39,single,university_degree,True,True
11938,blue-collar,25,married,basic_9y,True,True
11939,blue-collar,26,married,basic_9y,True,True
11940,management,46,married,basic_9y,True,True
11941,blue-collar,26,married,basic_9y,True,True
11942,blue-collar,54,married,professional_course,True,True
11943,blue-collar,47,married,basic_4y,True,True
11944,management,40,divorced,university_degree,True,True
11945,self-employed,41,single,university_degree,True,True
11946,technician,36,married,basic_9y,True,True
11947,blue-collar,30,single,basic_9y,True,True
11948,management,58,married,university_degree,True,True
11949,admin_,47,married,university_degree,True,True
11950,management,52,married,basic_4y,True,True
11951,blue-collar,34,single,high_school,True,True
11952,services,30,married,high_school,True,True
11953,admin_,26,single,high_school,True,True
11954,services,58,married,high_school,True,True
11955,self-employed,43,divorced,university_degree,True,True
11956,blue-collar,31,married,basic_6y,True,True
11957,blue-collar,46,married,basic_6y,True,True
11958,admin_,39,single,high_school,True,True
11959,self-employed,42,married,professional_course,True,True
11960,services,37,married,high_school,True,True
11961,admin_,51,divorced,,True,True
11962,services,37,married,high_school,True,True
11963,admin_,35,divorced,university_degree,True,True
11964,blue-collar,55,married,basic_9y,True,True
11965,blue-collar,43,married,basic_9y,True,True
11966,entrepreneur,29,single,university_degree,True,True
11967,blue-collar,58,married,basic_9y,True,True
11968,blue-collar,34,married,basic_9y,True,True
11969,blue-collar,44,married,,True,True
11970,self-employed,42,married,university_degree,True,True
11971,blue-collar,44,married,professional_course,True,True
11972,blue-collar,32,single,basic_9y,True,True
11973,technician,52,married,basic_9y,True,True
11974,blue-collar,36,married,basic_9y,True,True
11975,blue-collar,38,married,basic_9y,True,True
11976,technician,39,married,basic_9y,True,True
11977,unknown,33,married,,True,True
11978,services,39,married,basic_6y,True,True
11979,admin_,36,married,university_degree,True,True
11980,services,44,married,basic_9y,True,True
11981,services,30,married,,True,True
11982,blue-collar,29,divorced,basic_4y,True,True
11983,technician,34,married,professional_course,True,True
11984,admin_,41,single,basic_6y,True,True
11985,entrepreneur,51,married,university_degree,True,True
11986,admin_,28,married,high_school,True,True
11987,housemaid,31,married,basic_4y,True,True
11988,services,46,divorced,professional_course,True,True
11989,admin_,29,married,university_degree,True,True
11990,services,33,single,high_school,True,True
11991,management,42,married,university_degree,True,True
11992,blue-collar,36,married,,True,True
11993,blue-collar,44,married,basic_9y,True,True
11994,blue-collar,39,married,basic_4y,True,True
11995,admin_,44,married,university_degree,True,True
11996,admin_,45,married,high_school,True,True
11997,services,28,single,basic_9y,True,True
11998,retired,59,married,basic_9y,True,True
11999,services,42,single,,True,True
12000,services,58,married,basic_4y,True,True
12001,services,51,married,professional_course,True,True
12002,blue-collar,31,married,basic_4y,True,True
12003,unemployed,49,married,basic_9y,True,True
12004,blue-collar,48,married,high_school,True,True
12005,technician,52,married,basic_9y,True,True
12006,blue-collar,29,single,basic_6y,True,True
12007,self-employed,60,married,professional_course,True,True
12008,admin_,28,single,professional_course,True,True
12009,admin_,30,married,high_school,True,True
12010,admin_,30,single,university_degree,True,True
12011,blue-collar,36,married,high_school,True,True
12012,admin_,56,divorced,high_school,True,True
12013,blue-collar,29,married,basic_9y,True,True
12014,technician,45,single,professional_course,True,True
12015,management,51,married,university_degree,True,True
12016,self-employed,35,married,professional_course,True,True
12017,services,30,divorced,high_school,True,True
12018,blue-collar,39,married,basic_6y,True,True
12019,technician,25,single,professional_course,True,True
12020,blue-collar,36,single,basic_4y,True,True
12021,blue-collar,38,single,high_school,True,True
12022,admin_,29,married,university_degree,True,True
12023,blue-collar,36,single,basic_9y,True,True
12024,admin_,37,single,university_degree,True,True
12025,admin_,42,divorced,high_school,True,True
12026,retired,58,single,professional_course,True,True
12027,services,49,divorced,high_school,True,True
12028,technician,55,unknown,,True,True
12029,retired,58,married,high_school,True,True
12030,admin_,34,single,university_degree,True,True
12031,blue-collar,29,divorced,basic_4y,True,True
12032,unknown,46,married,basic_4y,True,True
12033,blue-collar,38,married,high_school,True,True
12034,technician,27,single,,True,True
12035,self-employed,39,divorced,professional_course,True,True
12036,retired,60,divorced,basic_4y,True,True
12037,blue-collar,42,married,basic_9y,True,True
12038,blue-collar,35,married,basic_9y,True,True
12039,services,31,single,high_school,True,True
12040,blue-collar,34,married,basic_6y,True,True
12041,blue-collar,38,single,high_school,True,True
12042,services,39,married,basic_9y,True,True
12043,services,33,married,high_school,True,True
12044,admin_,34,married,university_degree,True,True
12045,management,32,married,university_degree,True,True
12046,admin_,29,single,high_school,True,True
12047,blue-collar,44,married,basic_6y,True,True
12048,admin_,50,married,high_school,True,True
12049,housemaid,59,married,basic_6y,True,True
12050,admin_,26,married,high_school,True,True
12051,services,29,married,high_school,True,True
12052,admin_,34,married,high_school,True,True
12053,self-employed,39,married,basic_6y,True,True
12054,technician,24,single,basic_9y,True,True
12055,blue-collar,34,married,basic_9y,True,True
12056,admin_,37,married,high_school,True,True
12057,self-employed,27,single,university_degree,True,True
12058,technician,30,married,high_school,True,True
12059,services,58,married,high_school,True,True
12060,services,58,married,high_school,True,True
12061,services,40,married,high_school,True,True
12062,blue-collar,37,married,basic_4y,True,True
12063,management,40,married,basic_9y,True,True
12064,technician,33,single,professional_course,True,True
12065,services,32,single,high_school,True,True
12066,admin_,34,single,basic_9y,True,True
12067,admin_,27,single,professional_course,True,True
12068,admin_,27,single,professional_course,True,True
12069,self-employed,27,single,university_degree,True,True
12070,blue-collar,36,single,basic_4y,True,True
12071,admin_,42,single,high_school,True,True
12072,services,51,married,high_school,True,True
12073,blue-collar,30,married,basic_9y,True,True
12074,blue-collar,28,married,high_school,True,True
12075,technician,58,married,basic_4y,True,True
12076,blue-collar,29,married,,True,True
12077,technician,35,single,professional_course,True,True
12078,blue-collar,29,single,basic_9y,True,True
12079,blue-collar,41,married,professional_course,True,True
12080,technician,59,divorced,basic_4y,True,True
12081,admin_,35,married,high_school,True,True
12082,blue-collar,42,married,basic_9y,True,True
12083,blue-collar,58,married,basic_4y,True,True
12084,entrepreneur,30,married,basic_9y,True,True
12085,blue-collar,42,married,basic_6y,True,True
12086,blue-collar,40,married,basic_9y,True,True
12087,admin_,54,married,university_degree,True,True
12088,blue-collar,47,married,basic_9y,True,True
12089,blue-collar,30,single,basic_6y,True,True
12090,blue-collar,35,married,basic_6y,True,True
12091,housemaid,49,divorced,basic_4y,True,True
12092,housemaid,49,married,basic_4y,True,True
12093,technician,45,single,professional_course,True,True
12094,admin_,36,married,high_school,True,True
12095,services,29,divorced,high_school,True,True
12096,entrepreneur,30,divorced,university_degree,True,True
12097,blue-collar,44,single,basic_6y,True,True
12098,technician,28,single,university_degree,True,True
12099,blue-collar,40,married,basic_4y,True,True
12100,technician,39,single,professional_course,True,True
12101,blue-collar,49,married,basic_4y,True,True
12102,blue-collar,31,married,basic_9y,True,True
12103,blue-collar,37,married,basic_9y,True,True
12104,self-employed,52,married,professional_course,True,True
12105,services,23,single,high_school,True,True
12106,entrepreneur,40,divorced,university_degree,True,True
12107,blue-collar,40,married,basic_6y,True,True
12108,admin_,28,single,university_degree,True,True
12109,blue-collar,55,married,basic_4y,True,True
12110,admin_,35,married,university_degree,True,True
12111,admin_,38,married,high_school,True,True
12112,admin_,42,married,university_degree,True,True
12113,blue-collar,44,married,basic_4y,True,True
12114,self-employed,33,married,professional_course,True,True
12115,management,28,married,university_degree,True,True
12116,blue-collar,41,married,basic_6y,True,True
12117,admin_,23,married,professional_course,True,True
12118,retired,58,married,basic_4y,True,True
12119,unemployed,39,married,basic_4y,True,True
12120,self-employed,32,divorced,professional_course,True,True
12121,blue-collar,41,single,,True,True
12122,admin_,39,single,high_school,True,True
12123,admin_,39,single,high_school,True,True
12124,admin_,39,single,high_school,True,True
12125,technician,27,single,university_degree,True,True
12126,self-employed,28,single,university_degree,True,True
12127,technician,54,divorced,basic_9y,True,True
12128,admin_,29,single,high_school,True,True
12129,blue-collar,29,married,basic_6y,True,True
12130,self-employed,37,single,university_degree,True,True
12131,technician,38,single,university_degree,True,True
12132,technician,44,married,university_degree,True,True
12133,technician,53,married,basic_9y,True,True
12134,blue-collar,39,married,basic_6y,True,True
12135,housemaid,31,married,basic_4y,True,True
12136,blue-collar,41,married,basic_4y,True,True
12137,entrepreneur,41,married,university_degree,True,True
12138,blue-collar,49,married,basic_9y,True,True
12139,services,25,married,high_school,True,True
12140,blue-collar,41,married,basic_4y,True,True
12141,management,53,married,university_degree,True,True
12142,blue-collar,41,married,basic_4y,True,True
12143,retired,56,married,basic_4y,True,True
12144,services,41,single,high_school,True,True
12145,blue-collar,35,married,,True,True
12146,admin_,28,married,high_school,True,True
12147,admin_,28,married,high_school,True,True
12148,blue-collar,33,married,basic_4y,True,True
12149,self-employed,29,married,university_degree,True,True
12150,blue-collar,54,married,basic_6y,True,True
12151,blue-collar,31,married,basic_4y,True,True
12152,blue-collar,40,married,basic_9y,True,True
12153,technician,34,single,professional_course,True,True
12154,technician,37,married,professional_course,True,True
12155,blue-collar,28,single,basic_6y,True,True
12156,blue-collar,45,married,basic_9y,True,True
12157,blue-collar,28,married,basic_6y,True,True
12158,blue-collar,36,married,basic_9y,True,True
12159,unemployed,26,single,high_school,True,True
12160,blue-collar,38,married,basic_4y,True,True
12161,blue-collar,38,married,basic_4y,True,True
12162,admin_,44,divorced,,True,True
12163,unemployed,27,married,basic_9y,True,True
12164,services,56,divorced,high_school,True,True
12165,technician,52,married,professional_course,True,True
12166,unemployed,42,married,basic_9y,True,True
12167,blue-collar,49,married,basic_4y,True,True
12168,technician,36,married,high_school,True,True
12169,management,58,married,university_degree,True,True
12170,housemaid,41,married,high_school,True,True
12171,technician,43,single,professional_course,True,True
12172,admin_,37,married,high_school,True,True
12173,blue-collar,38,married,basic_9y,True,True
12174,blue-collar,55,married,basic_4y,True,True
12175,blue-collar,55,married,basic_4y,True,True
12176,services,33,married,high_school,True,True
12177,blue-collar,53,married,basic_9y,True,True
12178,admin_,42,married,basic_6y,True,True
12179,services,37,divorced,high_school,True,True
12180,blue-collar,41,married,,True,True
12181,blue-collar,35,married,basic_6y,True,True
12182,retired,47,married,basic_4y,True,True
12183,admin_,32,married,university_degree,True,True
12184,blue-collar,47,divorced,basic_9y,True,True
12185,retired,57,divorced,university_degree,True,True
12186,self-employed,57,married,professional_course,True,True
12187,retired,54,married,high_school,True,True
12188,services,41,single,professional_course,True,True
12189,admin_,35,married,high_school,True,True
12190,entrepreneur,27,single,university_degree,True,True
12191,blue-collar,40,married,basic_9y,True,True
12192,admin_,40,married,high_school,True,True
12193,technician,53,married,professional_course,True,True
12194,services,53,married,basic_9y,True,True
12195,management,42,married,university_degree,True,True
12196,blue-collar,43,single,basic_4y,True,True
12197,blue-collar,26,married,university_degree,True,True
12198,admin_,40,divorced,high_school,True,True
12199,blue-collar,39,married,,True,True
12200,housemaid,46,married,basic_4y,True,True
12201,blue-collar,41,married,basic_6y,True,True
12202,technician,36,single,high_school,True,True
12203,blue-collar,38,married,basic_9y,True,True
12204,technician,43,single,professional_course,True,True
12205,blue-collar,50,divorced,basic_9y,True,True
12206,blue-collar,39,married,basic_9y,True,True
12207,blue-collar,30,single,high_school,True,True
12208,technician,47,married,professional_course,True,True
12209,technician,49,single,high_school,True,True
12210,unemployed,28,single,high_school,True,True
12211,services,31,single,high_school,True,True
12212,services,51,married,high_school,True,True
12213,services,28,married,high_school,True,True
12214,management,28,married,university_degree,True,True
12215,admin_,28,single,university_degree,True,True
12216,services,38,divorced,basic_9y,True,True
12217,self-employed,30,married,university_degree,True,True
12218,services,46,married,high_school,True,True
12219,admin_,40,divorced,professional_course,True,True
12220,services,51,married,high_school,True,True
12221,management,45,single,university_degree,True,True
12222,retired,36,married,,True,True
12223,admin_,46,married,high_school,True,True
12224,entrepreneur,48,married,basic_6y,True,True
12225,housemaid,32,married,basic_9y,True,True
12226,blue-collar,30,divorced,basic_4y,True,True
12227,management,56,married,university_degree,True,True
12228,admin_,29,single,university_degree,True,True
12229,blue-collar,43,married,basic_9y,True,True
12230,technician,29,single,university_degree,True,True
12231,blue-collar,42,married,basic_4y,True,True
12232,technician,39,single,professional_course,True,True
12233,retired,52,divorced,professional_course,True,True
12234,technician,39,single,professional_course,True,True
12235,blue-collar,40,married,basic_9y,True,True
12236,blue-collar,53,married,basic_9y,True,True
12237,blue-collar,30,single,basic_4y,True,True
12238,blue-collar,36,married,basic_9y,True,True
12239,blue-collar,28,married,high_school,True,True
12240,blue-collar,37,married,basic_6y,True,True
12241,blue-collar,38,married,basic_6y,True,True
12242,blue-collar,38,married,high_school,True,True
12243,blue-collar,48,married,basic_6y,True,True
12244,admin_,45,married,high_school,True,True
12245,technician,58,married,university_degree,True,True
12246,admin_,41,married,high_school,True,True
12247,unemployed,35,married,basic_9y,True,True
12248,blue-collar,42,married,basic_9y,True,True
12249,technician,53,divorced,professional_course,True,True
12250,technician,38,single,university_degree,True,True
12251,admin_,55,married,basic_9y,True,True
12252,admin_,54,divorced,,True,True
12253,blue-collar,50,married,basic_9y,True,True
12254,housemaid,57,divorced,basic_6y,True,True
12255,admin_,39,single,high_school,True,True
12256,admin_,39,single,high_school,True,True
12257,admin_,39,single,high_school,True,True
12258,management,43,married,university_degree,True,True
12259,admin_,35,divorced,university_degree,True,True
12260,retired,36,married,,True,True
12261,retired,36,married,,True,True
12262,admin_,29,single,university_degree,True,True
12263,technician,37,married,basic_9y,True,True
12264,admin_,34,divorced,university_degree,True,True
12265,management,34,married,university_degree,True,True
12266,blue-collar,29,divorced,high_school,True,True
12267,housemaid,52,single,basic_4y,True,True
12268,admin_,24,single,high_school,True,True
12269,services,27,married,basic_9y,True,True
12270,technician,30,married,professional_course,True,True
12271,blue-collar,34,married,basic_6y,True,True
12272,services,41,single,high_school,True,True
12273,housemaid,57,married,basic_4y,True,True
12274,services,32,married,high_school,True,True
12275,technician,37,married,basic_9y,True,True
12276,blue-collar,38,married,basic_6y,True,True
12277,entrepreneur,50,married,professional_course,True,True
12278,management,28,single,,True,True
12279,blue-collar,39,married,basic_9y,True,True
12280,blue-collar,34,married,basic_9y,True,True
12281,services,30,married,basic_9y,True,True
12282,services,25,single,high_school,True,True
12283,blue-collar,43,married,basic_4y,True,True
12284,technician,26,married,professional_course,True,True
12285,blue-collar,46,married,basic_9y,True,True
12286,entrepreneur,29,single,university_degree,True,True
12287,technician,23,single,professional_course,True,True
12288,blue-collar,55,married,basic_4y,True,True
12289,management,36,married,basic_6y,True,True
12290,self-employed,46,married,high_school,True,True
12291,technician,32,single,professional_course,True,True
12292,blue-collar,46,married,,True,True
12293,technician,31,married,high_school,True,True
12294,blue-collar,24,single,basic_9y,True,True
12295,admin_,37,single,university_degree,True,True
12296,services,27,single,high_school,True,True
12297,self-employed,56,married,basic_9y,True,True
12298,technician,55,married,university_degree,True,True
12299,blue-collar,32,married,basic_6y,True,True
12300,admin_,26,single,high_school,True,True
12301,management,45,married,university_degree,True,True
12302,management,45,married,university_degree,True,True
12303,blue-collar,29,single,high_school,True,True
12304,services,46,married,high_school,True,True
12305,technician,32,divorced,professional_course,True,True
12306,blue-collar,32,married,basic_6y,True,True
12307,management,43,married,high_school,True,True
12308,housemaid,32,married,basic_6y,True,True
12309,admin_,30,single,high_school,True,True
12310,admin_,39,married,high_school,True,True
12311,admin_,39,married,high_school,True,True
12312,blue-collar,32,single,high_school,True,True
12313,technician,43,married,university_degree,True,True
12314,blue-collar,40,single,high_school,True,True
12315,unemployed,31,single,professional_course,True,True
12316,entrepreneur,36,married,university_degree,True,True
12317,blue-collar,50,married,basic_4y,True,True
12318,admin_,28,single,university_degree,True,True
12319,admin_,31,single,university_degree,True,True
12320,admin_,30,single,high_school,True,True
12321,admin_,30,single,high_school,True,True
12322,services,27,married,high_school,True,True
12323,blue-collar,35,married,high_school,True,True
12324,admin_,34,married,university_degree,True,True
12325,admin_,30,single,university_degree,True,True
12326,entrepreneur,41,married,basic_4y,True,True
12327,blue-collar,43,divorced,basic_4y,True,True
12328,admin_,31,single,university_degree,True,True
12329,blue-collar,35,married,basic_4y,True,True
12330,blue-collar,53,married,basic_4y,True,True
12331,admin_,57,single,university_degree,True,True
12332,admin_,39,married,university_degree,True,True
12333,blue-collar,41,married,basic_4y,True,True
12334,admin_,31,divorced,university_degree,True,True
12335,unemployed,37,married,university_degree,True,True
12336,admin_,26,single,high_school,True,True
12337,services,38,single,high_school,True,True
12338,technician,34,single,high_school,True,True
12339,admin_,32,divorced,university_degree,True,True
12340,housemaid,53,married,basic_4y,True,True
12341,entrepreneur,41,married,basic_4y,True,True
12342,admin_,45,married,university_degree,True,True
12343,technician,33,married,university_degree,True,True
12344,blue-collar,45,married,basic_4y,True,True
12345,technician,34,single,professional_course,True,True
12346,admin_,42,divorced,university_degree,True,True
12347,blue-collar,42,married,basic_9y,True,True
12348,entrepreneur,29,married,basic_6y,True,True
12349,services,30,single,high_school,True,True
12350,technician,43,single,professional_course,True,True
12351,retired,59,married,basic_4y,True,True
12352,admin_,27,married,university_degree,True,True
12353,blue-collar,28,divorced,basic_4y,True,True
12354,admin_,29,single,university_degree,True,True
12355,blue-collar,49,married,basic_9y,True,True
12356,blue-collar,49,married,basic_9y,True,True
12357,blue-collar,45,married,basic_9y,True,True
12358,entrepreneur,29,married,high_school,True,True
12359,services,46,married,high_school,True,True
12360,technician,33,married,basic_9y,True,True
12361,management,41,married,university_degree,True,True
12362,technician,31,single,professional_course,True,True
12363,services,30,divorced,high_school,True,True
12364,retired,58,married,professional_course,True,True
12365,blue-collar,31,married,basic_9y,True,True
12366,admin_,30,married,high_school,True,True
12367,blue-collar,40,divorced,basic_6y,True,True
12368,services,33,married,high_school,True,True
12369,blue-collar,38,married,basic_9y,True,True
12370,admin_,29,married,basic_9y,True,True
12371,blue-collar,40,married,basic_9y,True,True
12372,blue-collar,48,married,basic_4y,True,True
12373,retired,51,married,basic_9y,True,True
12374,retired,51,married,basic_9y,True,True
12375,technician,34,married,high_school,True,True
12376,blue-collar,46,married,basic_9y,True,True
12377,unemployed,34,married,high_school,True,True
12378,admin_,55,married,high_school,True,True
12379,admin_,47,married,university_degree,True,True
12380,blue-collar,41,married,basic_4y,True,True
12381,admin_,49,divorced,high_school,True,True
12382,admin_,38,divorced,high_school,True,True
12383,admin_,51,married,illiterate,True,True
12384,management,52,married,professional_course,True,True
12385,retired,59,married,professional_course,True,True
12386,self-employed,33,married,basic_9y,True,True
12387,admin_,40,married,high_school,True,True
12388,admin_,48,married,university_degree,True,True
12389,admin_,57,divorced,basic_9y,True,True
12390,technician,34,single,university_degree,True,True
12391,self-employed,53,divorced,university_degree,True,True
12392,technician,56,married,university_degree,True,True
12393,unemployed,29,divorced,university_degree,True,True
12394,blue-collar,52,married,basic_9y,True,True
12395,services,31,married,high_school,True,True
12396,blue-collar,30,single,basic_9y,True,True
12397,admin_,45,married,basic_9y,True,True
12398,technician,30,single,professional_course,True,True
12399,blue-collar,27,married,basic_9y,True,True
12400,blue-collar,42,married,basic_4y,True,True
12401,admin_,35,single,university_degree,True,True
12402,unemployed,43,married,high_school,True,True
12403,services,35,married,professional_course,True,True
12404,blue-collar,52,married,basic_9y,True,True
12405,blue-collar,32,married,basic_6y,True,True
12406,admin_,48,married,university_degree,True,True
12407,blue-collar,40,married,basic_6y,True,True
12408,management,43,married,,True,True
12409,blue-collar,34,married,basic_9y,True,True
12410,self-employed,42,married,,True,True
12411,management,52,divorced,university_degree,True,True
12412,blue-collar,31,married,basic_6y,True,True
12413,technician,44,divorced,professional_course,True,True
12414,technician,40,married,university_degree,True,True
12415,technician,42,married,professional_course,True,True
12416,services,42,married,high_school,True,True
12417,admin_,31,married,basic_9y,True,True
12418,management,57,divorced,university_degree,True,True
12419,blue-collar,44,married,basic_9y,True,True
12420,services,52,married,basic_6y,True,True
12421,technician,40,married,basic_9y,True,True
12422,self-employed,47,married,university_degree,True,True
12423,blue-collar,42,single,basic_4y,True,True
12424,technician,47,married,professional_course,True,True
12425,entrepreneur,31,married,basic_6y,True,True
12426,management,45,married,,True,True
12427,admin_,26,single,university_degree,True,True
12428,blue-collar,52,married,basic_9y,True,True
12429,admin_,30,single,university_degree,True,True
12430,management,51,married,basic_4y,True,True
12431,blue-collar,41,married,basic_9y,True,True
12432,admin_,46,married,basic_9y,True,True
12433,management,31,married,high_school,True,True
12434,admin_,45,divorced,university_degree,True,True
12435,admin_,42,single,university_degree,True,True
12436,services,47,single,basic_9y,True,True
12437,blue-collar,56,single,basic_4y,True,True
12438,self-employed,37,single,basic_4y,True,True
12439,blue-collar,41,single,basic_4y,True,True
12440,blue-collar,42,divorced,basic_9y,True,True
12441,blue-collar,23,single,basic_9y,True,True
12442,housemaid,42,divorced,basic_4y,True,True
12443,admin_,56,divorced,basic_6y,True,True
12444,housemaid,39,married,basic_4y,True,True
12445,housemaid,31,divorced,high_school,True,True
12446,blue-collar,37,married,basic_9y,True,True
12447,technician,40,married,high_school,True,True
12448,management,43,married,university_degree,True,True
12449,technician,39,married,basic_9y,True,True
12450,self-employed,40,married,high_school,True,True
12451,blue-collar,47,single,basic_9y,True,True
12452,blue-collar,50,married,basic_4y,True,True
12453,services,30,married,high_school,True,True
12454,unemployed,40,single,high_school,True,True
12455,services,32,single,high_school,True,True
12456,admin_,25,married,high_school,True,True
12457,technician,29,married,professional_course,True,True
12458,retired,56,married,basic_4y,True,True
12459,services,31,single,high_school,True,True
12460,blue-collar,42,divorced,basic_9y,True,True
12461,blue-collar,50,divorced,high_school,True,True
12462,blue-collar,41,married,basic_4y,True,True
12463,blue-collar,38,married,basic_9y,True,True
12464,entrepreneur,46,married,university_degree,True,True
12465,management,32,single,university_degree,True,True
12466,technician,31,married,university_degree,True,True
12467,blue-collar,35,married,basic_9y,True,True
12468,services,44,married,high_school,True,True
12469,services,39,married,high_school,True,True
12470,admin_,36,married,university_degree,True,True
12471,unemployed,39,married,high_school,True,True
12472,blue-collar,56,married,basic_9y,True,True
12473,housemaid,28,single,basic_6y,True,True
12474,blue-collar,40,married,basic_9y,True,True
12475,admin_,23,single,university_degree,True,True
12476,unemployed,49,divorced,basic_9y,True,True
12477,blue-collar,28,married,basic_9y,True,True
12478,admin_,49,divorced,high_school,True,True
12479,housemaid,39,married,basic_4y,True,True
12480,blue-collar,36,married,basic_6y,True,True
12481,services,45,single,basic_9y,True,True
12482,blue-collar,51,married,basic_4y,True,True
12483,services,33,divorced,,True,True
12484,services,47,married,basic_6y,True,True
12485,unemployed,33,divorced,basic_9y,True,True
12486,housemaid,36,married,university_degree,True,True
12487,admin_,41,single,high_school,True,True
12488,entrepreneur,42,married,high_school,True,True
12489,entrepreneur,42,married,high_school,True,True
12490,technician,28,married,university_degree,True,True
12491,blue-collar,39,married,high_school,True,True
12492,admin_,27,single,university_degree,True,True
12493,blue-collar,30,married,basic_9y,True,True
12494,services,37,divorced,high_school,True,True
12495,technician,40,married,basic_9y,True,True
12496,entrepreneur,37,married,university_degree,True,True
12497,services,29,married,high_school,True,True
12498,blue-collar,48,divorced,basic_4y,True,True
12499,services,43,single,high_school,True,True
12500,admin_,28,single,university_degree,True,True
12501,blue-collar,36,married,high_school,True,True
12502,admin_,43,married,high_school,True,True
12503,blue-collar,33,married,basic_9y,True,True
12504,admin_,43,married,high_school,True,True
12505,admin_,38,divorced,high_school,True,True
12506,services,29,married,high_school,True,True
12507,blue-collar,55,married,basic_4y,True,True
12508,blue-collar,34,married,basic_9y,True,True
12509,technician,59,divorced,university_degree,True,True
12510,blue-collar,49,married,basic_4y,True,True
12511,entrepreneur,43,married,basic_9y,True,True
12512,management,52,married,university_degree,True,True
12513,admin_,47,married,basic_9y,True,True
12514,self-employed,35,married,high_school,True,True
12515,admin_,39,married,high_school,True,True
12516,services,34,married,high_school,True,True
12517,technician,39,married,basic_9y,True,True
12518,self-employed,42,divorced,university_degree,True,True
12519,blue-collar,48,married,basic_4y,True,True
12520,entrepreneur,36,married,,True,True
12521,retired,56,married,basic_4y,True,True
12522,technician,51,married,professional_course,True,True
12523,technician,41,married,high_school,True,True
12524,admin_,47,divorced,high_school,True,True
12525,blue-collar,39,married,basic_9y,True,True
12526,admin_,47,divorced,high_school,True,True
12527,blue-collar,60,married,basic_9y,True,True
12528,retired,52,married,basic_4y,True,True
12529,technician,33,single,professional_course,True,True
12530,admin_,47,divorced,high_school,True,True
12531,admin_,42,married,university_degree,True,True
12532,entrepreneur,37,married,basic_6y,True,True
12533,blue-collar,41,married,,True,True
12534,management,54,married,university_degree,True,True
12535,admin_,31,married,university_degree,True,True
12536,housemaid,44,married,high_school,True,True
12537,services,45,divorced,high_school,True,True
12538,entrepreneur,57,married,university_degree,True,True
12539,technician,36,married,university_degree,True,True
12540,admin_,49,married,,True,True
12541,services,40,married,basic_6y,True,True
12542,blue-collar,46,married,basic_9y,True,True
12543,technician,29,married,professional_course,True,True
12544,services,43,married,professional_course,True,True
12545,admin_,40,single,university_degree,True,True
12546,admin_,28,single,high_school,True,True
12547,services,40,married,high_school,True,True
12548,entrepreneur,53,single,basic_9y,True,True
12549,blue-collar,51,married,high_school,True,True
12550,blue-collar,58,married,basic_4y,True,True
12551,technician,35,married,basic_9y,True,True
12552,admin_,27,single,high_school,True,True
12553,entrepreneur,41,married,basic_4y,True,True
12554,blue-collar,48,married,basic_4y,True,True
12555,management,33,married,university_degree,True,True
12556,blue-collar,40,married,basic_9y,True,True
12557,entrepreneur,52,married,university_degree,True,True
12558,entrepreneur,41,married,basic_4y,True,True
12559,services,34,married,basic_9y,True,True
12560,services,34,married,basic_9y,True,True
12561,admin_,46,married,university_degree,True,True
12562,blue-collar,35,single,basic_6y,True,True
12563,retired,55,divorced,high_school,True,True
12564,technician,30,single,high_school,True,True
12565,management,37,married,high_school,True,True
12566,management,50,married,university_degree,True,True
12567,blue-collar,33,married,basic_9y,True,True
12568,admin_,55,divorced,university_degree,True,True
12569,blue-collar,34,married,basic_9y,True,True
12570,technician,37,single,high_school,True,True
12571,blue-collar,48,married,basic_9y,True,True
12572,services,24,married,high_school,True,True
12573,admin_,31,married,university_degree,True,True
